facts_url,text
https://www.healthline.com/health-news/what-happens-if-country-reopens-on-may-1,regardless of when states choose to reopen many people are concerned about how doing so will affect our health .. 
https://www.healthline.com/health-news/covid-19-kidney-failure-rate-is-forcing-doctors-to-share-dialysis-machines,doctors in new york city say the rate of kidney injury among covid-19 patients is putting a strain on dialysis machines and other treatment equipment .. 
https://www.healthline.com/health-news/the-vital-and-dangerous-job-of-anesthesiologists-in-covid-19-fight,anesthesiologists perform the intubations needed to put a covid-19 patient on a ventilator. it 's a task that exposes them to potential infection. there 's also the emotional component of talking with a patient whose family is n't allowed to visit. 
https://www.healthline.com/health-news/patient-advocate-for-covid-19-hospitalized-family-member,experts say phone calls and video chats are the best ways to communicate with family members who are hospitalized with covid-19. designating one family member to talk with medical personnel is also a good strategy. 
https://www.healthline.com/health-news/ways-you-can-be-a-more-considerate-shopper-during-covid-19,from the time of day we shop to how much of an item we buy there are a number of simple things we can do to make grocery shopping safer for everyone during the pandemic .. 
https://www.healthline.com/health-news/could-we-be-stuck-with-physical-distancing-until-2022,a new study finds physical distancing may be necessary in at least some form through 2022 .. 
https://www.healthline.com/health-news/why-are-some-people-testing-positive-for-covid-19-again,south korea recently reported that a significant number of covid-19 patients have tested positive then tested negative only to test positive and experience symptoms like fever cough sore throat and fatigue again. south korean health officials suspect patients are experiencing a viral reactivation but health experts in united states do nt think a reactivation of covid-19 is likely since we ve never observed viral reactivation in other coronaviruses. 
https://www.healthline.com/health-news/paper-towels-beat-hand-dryers-for-stopping-virus-spread,due to the covid-19 pandemic routinely washing hands is an essential practice to prevent infection. however poor handwashing can leave hands still contaminated with viruses. recent research finds that using jet air dryers to dry poorly washed hands can spread viruses all over clothing and surfaces. 
https://www.healthline.com/health-news/new-drug-may-help-keep-covid-19-patients-off-ventilators,the rise of covid-19 has led to a scramble for ventilators to help the sickest patients. now experts are hoping experimental drugs may help treat these patients before they need help breathing. 
https://www.healthline.com/health-news/ways-to-stay-active-while-youre-stuck-at-home,physical activity does nt have to take the form of traditional exercise in order to be beneficial. heres how you can get your heart rate up while staying close to home. 
https://www.healthline.com/health-news/rural-america-hardest-hit-by-covid-19-outbreak,experts say rural areas have older populations that are less healthy and have fewer medical facilities than urban and suburban regions .. 
https://www.healthline.com/health-news/wearing-gloves-while-grocery-shopping-doesnt-prevent-covid-19,experts say regularly washing your hands not touching your face and maintaining physical distancing are more effective methods of avoiding covid-19 .. 
https://www.healthline.com/health-news/50-percent-of-people-with-covid19-not-aware-have-virus,experts say these carriers with no symptoms allow the virus to spread more quickly and more easily. it 's one reason face masks have become more important. 
https://www.healthline.com/health-news/what-california-has-done-right-in-battling-covid-19,california installed strict shelter in place orders in mid march. experts say thid significantly contained the spread of covid-19 early on. 
https://www.healthline.com/health-news/too-early-to-know-if-hydroxychloroquine-will-work,until we have results from larger well designed trials which are currently underway hydroxychloroquine and chloroquine should only be used under the close supervision of a physician .. 
https://www.healthline.com/health-news/shoes-clothes-and-covid-19,transfer of the coronavirus via clothing is unlikely but experts agree there are a few scenarios in which immediate laundering is a good idea .. 
https://www.healthline.com/health-news/how-being-stuck-inside-affects-your-skin,spending lots of time indoors can impact your skin in unexpected ways. here 's how you can restore your skin 's natural balance. 
https://www.healthline.com/health-news/telehealth-and-covid-19,telehealth options are making a big difference for people seeking medical help during the covid-19 pandemic especially older adults .. 
https://www.healthline.com/health-news/herbal-remedies-covid-19-what-to-know,health officials in china are recommending traditional herbal remedies for covid-19 but many experts warn that we do nt have enough data on covid-19 to understand how different herbs may affect peoples health .. 
https://www.healthline.com/health-news/what-do-we-do-if-our-police-firefighters-and-paramedics-all-get-sick-with-covid-19,experts say staffing levels are becoming a major concern as more frontline workers become ill with covid-19 .. 
https://www.healthline.com/health-news/men-more-susceptible-to-serious-covid-19-illnesses,experts say biology and behavior are among the reasons more men than women are dying from covid-19 .. 
https://www.healthline.com/health-news/how-covid-19-is-affecting-people-living-with-hiv,while there 's currently no scientific evidence that establishes hiv itself as an increased risk factor for covid-19 that does n't mean people living with hiv should n't take extra steps to protect their health .. 
https://www.healthline.com/health-news/how-long-will-covid-19-last,there are signs that social distancing has helped pull the united states back from the brink of this worst case scenario .. 
https://www.healthline.com/health-news/the-best-material-for-a-homemade-face-mask,health officials have reversed course and now recommend that people use face masks to prevent transmission of the new coronavirus. a shortage of commercial masks means that improvising face coverings at home is the best way to protect ourselves and ensure a supply of masks for healthcare providers. 
https://www.healthline.com/health-news/heres-exactly-where-were-at-with-vaccines-and-treatments-for-covid-19,scientists around the world are working on a number of vaccines and treatments for covid-19 .. 
https://www.healthline.com/health-news/more-people-drinking-while-working-from-home-during-covid19,in a new survey about one third of people in the united states reported they drink while working from home. the trend has some experts concerned about a rise in heavy alcohol use. 
https://www.healthline.com/health-news/covid-19-affecting-people-of-color,experts say a higher rate of underlying medical conditions as well as a lack of health services are some of the reasons for higher rates of covid-19 in minority communities .. 
https://www.healthline.com/health-news/foods-with-a-long-shelf-life,nutritionists share their picks for which long lasting foods you may want to bring home on your next grocery trip and which ones you should leave at the store .. 
https://www.healthline.com/health-news/false-negatives-covid19-tests-symptoms-assume-you-have-illness,experts say the false negatives in covid-19 tests probably occur due to insufficient collecting of samples not the laboratory examination itself .. 
https://www.healthline.com/health-news/how-to-keep-daily-routine-during-covid19-shelter-in-place,experts say building and maintaining a daily as well as a weekly routine can help establish some certainty during the covid-19 pandemic .. 
https://www.healthline.com/health-news/what-are-the-best-ways-to-recover-from-covid-19,experts say treating yourself at home for a mild case of covid-19 is similar to how you would treat yourself if you have the flu .. 
https://www.healthline.com/health-news/how-people-are-stepping-up-to-make-others-happy-during-covid-19,people are going online and creating projects in their neighborhoods to help ease the isolation associated with covid-19 shelter in place orders .. 
https://www.healthline.com/health-news/cdc-gives-advice-on-how-to-go-back-to-work-what-the-experts-say,the centers for disease control and prevention cdc eased some of the physical distancing guidelines for people who ve been exposed to the new coronavirus sars cov-2. health experts are divided on the guidance but most seem to think that strict measures are necessary to blunt the spread of covid-19. 
https://www.healthline.com/health-news/how-hard-will-covid-19-hit-our-soldiers,members of the military said they have not been adequately protected from developing covid-19 on bases and on ships. veterans organization said veterans who contract the sars cov-2 virus are not receiving proper healthcare. 
https://www.healthline.com/health-news/what-cleaning-products-work-to-kill-covid-19,experts say the virus is probably here to stay which means cleaning and disinfecting high traffic objects and surfaces in our homes is important to reduce the risk of infection. many store bought cleaners can contain potentially harmful ingredients experts emphasize that there are safe cleaning and disinfecting agents already available to us in our homes that are effective and carry little risk of harming health.</p. 
https://www.healthline.com/health-news/covid-19-vaccine-more-than-one-year-before-available,experts say past research has helped speed up the process for a covid-19 vaccine but new potential products still have to get through some time consuming scientific steps .. 
https://www.healthline.com/health-news/what-its-like-to-survive-covid-19,around 80 percent of people who get covid-19 will likely experience mild symptoms. while this may be reassuring to some that s exactly why the infection is such a threat. before you even realize you re sick you could easily pass it on to people who have a greater chance of developing complications. 
https://www.healthline.com/health-news/what-to-know-about-supplements-and-covid-19,doctors warn that relying on supplements and taking too much of them may do more harm than good when trying to combat the covid-19 outbreak .. 
https://www.healthline.com/health-news/covid-19-serious-effects-people-with-mental-health-disorders,experts say people with severe mental illness are more likely to contract the new coronavirus and are less likely to get proper treatment for its disease covid-19 .. 
https://www.healthline.com/health-news/covid19-higher-risk-for-people-with-asthma,experts say people with asthma should be aware of their higher risk of illness and they should continue to take their medications .. 
https://www.healthline.com/health-news/homeschooling-may-be-exactly-what-some-kids-need-right-now,distance learning during the covid-19 outbreak can provide children with benefits that go beyond academics .. 
https://www.healthline.com/health-news/what-to-know-about-mutation-and-covid-19,the new coronavirus has already mutated a handful of times which has many people wondering whether the mutations could lead to a more severe deadlier disease. but the new mutations are extremely similar to the original virus and do nt seem to be any more aggressive. 
https://www.healthline.com/health-news/face-masks-importance-battle-with-covid19,homemade face coverings probably wo n't protect you against the covid-19 coronavirus but they can help prevent you from spreading the disease to others if you are infected .. 
https://www.healthline.com/health-news/how-a-pet-can-help-you-during-shelter-in-place,experts say pets can help people feel less lonely as well as provide joy during the isolation of the covid-19 outbreak .. 
https://www.healthline.com/health-news/how-antibody-testing-can-help-us-fight-covid-19,antibody tests could potentially identify those with immunity to the virus. this would enable healthcare workers first responders and other essential workers who are no longer at risk to return to work sooner. 
https://www.healthline.com/health-news/social-distancing-effects-on-social-development,here 's how parents can promote the social development of their children while they 're stuck at home .. 
https://www.healthline.com/health-news/caring-for-people-with-alzheimers-during-covid-outbreak,these 5 simple tips from experts can help caregivers navigate the complex and quickly changing environment of caring for people with alzheimer 's while social distancing .. 
https://www.healthline.com/health-news/medical-supplies-that-will-have-shortages-soon-under-covid-19-outbreak,masks used by medical personnel have been the focus of covid-19 shortages but experts say products such as pain meds and saline bags could also be affected .. 
https://www.healthline.com/health-news/covid19-could-become-seasonal-just-like-the-flu,health officials say if covid-19 becomes seasonal experts should use the time between outbreaks to develop better treatments and a vaccine .. 
https://www.healthline.com/health-news/hone-social-gathering-can-quickly-spread-covid-19,experts say covid-19 is two to three times more contagious than flu so the virus can spread rapidly from person to person from gatherings such as weddings funerals and church services .. 
https://www.healthline.com/health-news/what-life-is-like-in-the-epicenter-of-the-covid-19-outbreak,health officials say that covid-19 is occurring in nearly one out of every thousand people in new york state and that this attack rate is 5 times higher than experienced in the rest of the us .. 
https://www.healthline.com/health-news/can-common-diabetes-blood-pressure-meds-make-covid-19-worse-what-we-know,could people on certain medications for hypertension cardiovascular disease and diabetes be at risk for experiencing covid-19 more severely. the question raises more concerns about which medications may make covid-19 worse in some people. it follows reports that ibuprofen could do more harm than good in patients with coronavirus. 
https://www.healthline.com/health-news/grocery-shopping-and-coronavirus,heres everything you should know about the safest and most efficient way to grocery shop during the covid-19 pandemic .. 
https://www.healthline.com/health-news/vapers-smokers-higher-health-risks-with-covid19,experts say that cigarettes and e cigarettes can damage the lungs which makes it more difficult for a person to fight off covid-19 .. 
https://www.healthline.com/health-news/how-home-healthcare-workers-are-navigating-the-covid-19-outbreak,home healthcare workers are using everything from televisits and protective gear to thermometers to continue to take care of people in their homes .. 
https://www.healthline.com/health-news/what-its-like-to-be-immunocompromised-during-the-covid-19-outbreak,as the covid-19 outbreak grows in the united states people who are immunocompromised are put in great danger simply living their lives. as a majority of americans are now under some sort of shelter in place order we talked to two people who are immunocompromised about their lives amid the pandemic. 
https://www.healthline.com/health-news/germs-in-the-home-how-to-protect-yourself,cleaning your home during the covid-19 pandemic. these are the areas that can harbor germs and the best way to disinfect them according to experts. 
https://www.healthline.com/health-news/how-to-keep-your-teeth-healthy-if-your-dentist-office-is-closed,with many dentist offices closed experts say it 's more important than ever to brush properly and floss regularly .. 
https://www.healthline.com/health-news/how-covid-19-may-damage-your-heart,typically considered a threat to the lungs covid-19 also presents a significant threat to heart health according to recently published research .. 
https://www.healthline.com/health-news/worried-about-contaminated-groceries-how-to-be-safe,shopping for groceries carries extra risk during the covid-19 outbreak. not only are you near other people but many of the products you re buying have probably been handled by others and possibly sneezed or coughed on. 
https://www.healthline.com/health-news/what-south-korea-has-done-correctly-in-battling-covid-19,experts say south korea introduced testing and other measures more quickly and efficiently than the united states in response to the covid-19 outbreak .. 
https://www.healthline.com/health-news/social-distancing-is-important-for-kids-too,what may seem like a simple playdate could negatively impact the health of your child others you come in contact with and the duration of the covid-19 pandemic .. 
https://www.healthline.com/health-news/how-to-get-better-sleep-during-the-covid-19-outbreak,increased stress and anxiety can affect the amount of quality sleep you get each night but experts say these tips can help .. 
https://www.healthline.com/health-news/yes-covid-19-cases-are-rising-why-you-still-need-to-practice-social-distancing,in the case of covid-19 social distancing has been defined as staying at least 6 feet away from other people. it 's in an effort to flatten the curve which means preventing dramatic spikes of cases in order to stagger the number of new ones over a longer period of time to not overwhelm healthcare facilities. 
https://www.healthline.com/health-news/talking-to-your-roommate-about-social-distancing,experts share five easy tips to help you talk to your roommate about the importance social distancing .. 
https://www.healthline.com/health-news/flu-allergies-coronavirus-different-symptoms,fatigue and body aches are symptoms of both the flu and the new coronavirus but the flu usually does nt cause shortness of breath .. 
https://www.healthline.com/health-news/to-get-medical-gear-doctors-and-nurses-get-creative,healthcare workers continue to face a growing shortage of personal protective equipment ppe as they admit and treat patients with covid-19 .. 
https://www.healthline.com/health-news/5-covid-19-myths,experts explain the truth about 5 of the biggest myths currently circulating about the covid-19 outbreak and what you can do shield yourself from such misinformation .. 
https://www.healthline.com/health-news/what-a-stay-at-home-order-means,experts answer 11 of the most frequently asked questions about what a statewide stay at home order means and what you can do while its in effect .. 
https://www.healthline.com/health-news/timeline-what-covid-19-outbreak-could-look-like-in-3-months-6-months-1-year,experts say you can expect the covid-19 pandemic to linger for at least a year with social distancing protocols and empty store shelves occurring along with waves of infections .. 
https://www.healthline.com/health-news/doctors-limit-who-gets-covid-tests,in some places only healthcare workers and the most seriously ill patients are getting tested for the new coronavirus that causes covid-19 .. 
https://www.healthline.com/health-news/resisting-using-pot-alcohol-to-ease-stress-during-the-covid-19-outbreak,turning to alcohol pot or other substances to help ease feelings of stress and loneliness during the covid-19 outbreak could do more harm than good. here 's what experts suggest instead. 
https://www.healthline.com/health-news/what-happens-if-nurses-and-doctors-get-covid-19,doctors nurses and other healthcare workers on the frontlines are at high risk of getting covid-19. experts say this could put severe strain on a fragile healthcare system amid a global pandemic. 
https://www.healthline.com/health-news/talking-to-your-parents-about-the-importance-of-social-distancing,getting older parents to understand the importance of social distancing during the covid-19 pandemic may be challenging for some people but experts say these five tips can help .. 
https://www.healthline.com/health-news/how-to-treat-yourself-at-home-if-you-have-a-mild-case-of-coronavirus,experts say it 's not just groceries. you should have medical and cleaning supplies as well as other items on hand. 
https://www.healthline.com/health-news/dont-use-unproven-medications-to-treat-covid-19,a tweet by president trump heightened interest in an antimalarial drug as a possible treatment for covid-19 but experts say more research is needed and people should not take this drug on their own .. 
https://www.healthline.com/health-news/need-to-act-even-if-there-arent-any-coronavirus-cases-in-your-town,experts say sheltering in place at home is important even if there are n't any reported cases of covid-19 illnesses in your community .. 
https://www.healthline.com/health-news/washing-hands-staying-home-flattening-the-curve-with-covid-19-explained,healthcare officials across the globe are encouraging people to stay home unless it 's for essential work to shop for food or medicine or to exercise. this will help us flatten the curve. 
https://www.healthline.com/health-news/how-people-with-cancer-can-get-proper-healthcare-during-the-covid-19-outbreak,chemotherapy is continuing but other healthcare services are being postponed for people undergoing cancer treatment .. 
https://www.healthline.com/health-news/coronavirus-isolation-can-be-difficult-for-people-with-addictions,experts say isolation and boredom can be triggers for people in addiction recovery so organizations such as alcoholics anonymous are offering help and information online .. 
https://www.healthline.com/health-news/does-your-blood-type-increase-your-risk-for-coronavirus,experts say past studies have shown a connection between blood types and certain conditions and illnesses but more research needs to be done on the possible link to covid-19 risk .. 
https://www.healthline.com/health-news/what-to-know-about-ibuprofen-and-covid-19,the world health organization has changed its stance on taking ibuprofen if you have covid-19 but people are still scratching their heads over what they should take if or when they contract the virus .. 
https://www.healthline.com/health-news/5-health-benefits-of-spring-cleaning,experts say giving your home a deep cleaning can bolster your immune system encourage healthier eating and reduce stress .. 
https://www.healthline.com/health-news/covid-19-isnt-just-dangerous-for-older-adults,"in the united states among almost 2,500 covid-19 patients with a known age 29 percent were 20 to 44 years old according to the centers for disease control and prevention .. "
https://www.healthline.com/health-news/highriskcovid-on-twitter-spotlights-average-people-at-risk,around the globe people who are immunosuppressed and at a higher risk for developing complications from covid-19 have been making their voices heard .. 
https://www.healthline.com/health-news/social-distancing-what-to-know,experts answer the most common pressing questions about social distancing and what you can do to make sure you re practicing it effectively .. 
https://www.healthline.com/health-news/how-to-talk-to-kids-about-the-coronavirus,as the covid-19 outbreak continues to spread some children may have questions and be experiencing increased fear. here 's how parents can help. 
https://www.healthline.com/health-news/people-with-diabetes-risk-healthcare-covid19,experts say people with diabetes should purchase a 90-day supply of insulin as well as exercise eat healthy wash their hands and practice social distancing during this outbreak .. 
https://www.healthline.com/health-news/is-now-a-good-time-to-donate-blood,the american red cross says the covid-19 outbreak has drastically reduced blood donations needed for surgeries transfusions and transplants .. 
https://www.healthline.com/health-news/how-to-keep-your-skin-healthy-while-washing-your-hands-often,following these 7 simple tips from experts can help you keep your skin from becoming dry and chapped while washing your hands more frequently .. 
https://www.healthline.com/health-news/how-many-coronavirus-cases-are-there,a new report based on data from china finds that people with undiagnosed cases of covid-19 transmit the majority of new infections .. 
https://www.healthline.com/health-news/how-to-clean-your-phone-during-outbreak,your cellphone can be a carrier of microbial life forms including bacteria viruses and fungi. heres what experts advise are the best ways to keep your touch screen clean. 
https://www.healthline.com/health-news/quarantine-chat-app-may-help-relieve-loneliness-during-covid-19-outbreak,experts say connecting with others especially those in similar situations can ease loneliness if you re quarantined or isolated during the coronavirus disease outbreak .. 
https://www.healthline.com/health-news/if-youre-pregnant-heres-what-to-know-about-the-coronavirus,though research on how covid-19 impacts pregnancy is limited health experts say the data we do have is reassuring. the virus does nt seem to spread through to the womb. 
https://www.healthline.com/health-news/taking-care-of-your-mental-health-during-covid19-outbreak,stress and anxiety about the spread of the novel coronavirus coupled with increased social distancing and isolation may be affecting your mental health more than you realize. these tips from experts can help. 
https://www.healthline.com/health-news/coronavirus-hand-sanitizer-recipes-risks,a shortage of hand sanitizer products has prompted some people to make their own but experts say washing your hands with soap and warm water is an easier and more effective way to prevent the spread of the coronavirus .. 
https://www.healthline.com/health-news/what-its-like-to-be-an-er-doctor-during-the-coronavirus-outbreak,dr. rajiv bahl talks about life as an emergency medicine physician in the midst of the covid-19 pandemic. 
https://www.healthline.com/health-news/how-hospitals-are-preparing-for-a-major-surge-in-covid19-cases,the current pandemic means a possible shortage of health facilities and protective gear like face masks .. 
https://www.healthline.com/health-news/life-in-quarantine-zone,two families in new york discuss what life is like when you ca nt venture into public .. 
https://www.healthline.com/health-news/public-places-and-the-coronavirus-what-to-know,the novel coronavirus can spread through the air as well as contact with contaminated surfaces such as plastic and stainless steel where the virus can live for up to 9 days .. 
https://www.healthline.com/health-news/exercise-at-home-to-avoid-gym-during-coronavirus-outbreak,experts say there are a number of ways you can get in a full body workout at home if you 're worried about the new coronavirus .. 
https://www.healthline.com/health-news/no-products-can-cure-covid-19,the food and drug administration and federal trade commission have sent warning letters this week to seven companies for selling fraudulent covid-19 products that claim to prevent or treat the disease .. 
https://www.healthline.com/health-news/why-public-events-need-to-be-canceled-during-coronavirus-outbreak,experts say it 's important to ban large gatherings and events because of how widespread the coronavirus disease outbreak is and how easily the illness is transmitted .. 
https://www.healthline.com/health-news/what-does-it-mean-to-declare-a-pandemic,the who declared covid-19 a worldwide pandemic which means the disease has spread over many regions. this does nt mean people are at greater risk. rather it allows for the expansion of administrative capacity of health agencies that can contribute to the response. 
https://www.healthline.com/health-news/how-deadly-is-the-coronavirus-compared-to-past-outbreaks,covid-19 the disease caused by the new coronavirus is nt the first threatening disease that s surged around the world nor will it be the last. between influenza pandemics like the outbreaks in 1918 and 2009 sars and ebola. 
https://www.healthline.com/health-news/has-anything-changed-since-the-2003-sars-outbreak,chinas initial response to sars had problems. some say this time around chinese officials were once again reluctant to share information during the early stages of the current covid-19 outbreak which hampered global recognition of the threat. 
https://www.healthline.com/health-news/what-is-going-on-with-the-coronavirus-tests,in some places only healthcare workers and the most seriously ill patients are getting tested for the new coronavirus that causes covid-19 .. 
https://www.healthline.com/health-news/coronavirus-outbreak-future-in-america,experts say you can expect the covid-19 pandemic to linger for at least a year with social distancing protocols and empty store shelves occurring along with waves of infections .. 
https://www.healthline.com/health-news/how-to-not-touch-your-face,your mouth and eyes are areas where viruses can enter the body most easily and all it takes is touching them with a finger already carrying an infection. heres how to change your behavior and cut back on the number of times you touch your face each day. 
https://www.healthline.com/health-news/if-you-get-the-coronavirus-what-will-it-cost-you,the uninsured and underinsured are the ones most likely to think twice before going to the hospital or doctors office for a coronavirus test. and understandably so. 
https://www.healthline.com/health-news/what-older-people-with-chronic-conditions-need-to-know-about-covid-19,the coronavirus covid-19 will minimally affect many people who catch it. however the elderly especially those with preexisting conditions like diabetes heart disease and lung disease may be severely affected. 
https://www.healthline.com/health-news/think-you-have-the-coronavirus-heres-what-to-do-next,if you suspect you have covid-19 the disease caused by the new coronavirus health experts recommend first asking yourself why you think you may have covid-19. if your symptoms are mild call your healthcare provider and clue them into your symptoms. if they re more severe call the emergency room first before going. 
https://www.healthline.com/health-news/ask-an-expert-will-quarantines-make-the-coronavirus-worse,we spoke with anne rimoin a professor of epidemiology to understand if quarantines and travel bans work. and if not what does. 
https://www.healthline.com/health-news/coronavirus-med-shortage-what-to-know,if you do become sick you 'll need to stay in home isolation until your risk of passing the virus onto others is low according to the centers for disease control and prevention .. 
https://www.healthline.com/health-news/how-to-prepare-for-the-coronavirus,the united states may soon see widespread covid-19 activity. covid-19 is relatively mild in the vast majority of cases but there are things you can do to prepare. 
https://www.healthline.com/health-news/is-it-better-to-deal-with-a-viral-outbreak-in-the-spring,viruses can behave differently in different hemispheres and this virus emerged in low temperatures .. 
https://www.healthline.com/health-news/heres-what-we-can-do-to-slow-down-the-coronavirus,infectious disease specialists say there 's a simpler way to help prevent the spread of not just covid-19 but also other emerging infectious diseases asking all patients about their recent travel .. 
https://www.healthline.com/health-news/what-to-know-flu-season,covid-19 caused by the novel coronavirus and the flu are both respiratory illnesses. while there s a lot of overlap between them there are also key differences in the symptoms incubation period severity of the disease hospitalization rates and your body 's immune response. 
https://www.healthline.com/health-news/how-the-us-is-preparing-for-a-pandemic,the new coronavirus disease outbreak first identified in china has become a pandemic. stay up to date with the latest updates on covid-19. 
https://www.healthline.com/health-news/when-will-we-know-if-we-are-in-a-global-pandemic,a pandemic is an epidemic that reaches worldwide. the world health organization has specific criteria for when an epidemic becomes a pandemic. 
