facts_url,text
https://leadstories.com/hoax-alert/2020/04/fact-check-biological-engineer-did-not-offer-medically-supported-information-in-viral-video.html,"Viral video with Dr. Shiva Ayyadurai proves Fauci, White House and others are members of deep state."
https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/herd-immunity-curbed-covid-deaths-no/,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.
https://www.politifact.com/factchecks/2020/apr/13/blog-posting/no-bill-gates-didnt-say-no-church-services-until-e/,"ÒChurch services canÕt resume until weÕre all vaccinated, says Bill Gates.Ó"
https://leadstories.com/hoax-alert/2020/04/fact-check-covid-19-vaccine-did-not-kill-7-children-in-senegal.html,COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.
https://leadstories.com/hoax-alert/2020/04/fact-check-cdc-did-not-confess-to-lying-about-covid-19-death-numbers.html,CDC admitted to lying about COVID-19 death stats.
https://leadstories.com/hoax-alert/2020/04/fact-check-a-top-german-doctor-recommends-whiskey-to-protect-against-covid-19.html,Top German virologist JŸrgen Rissland recommended drinking whiskey to combat COVID-19.
https://www.factcheck.org/2020/04/conspiracy-theory-misinterprets-goals-of-gates-foundation/,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.
https://healthfeedback.org/claimreview/claim-that-sars-cov-2-binds-to-hemoglobin-in-red-blood-cells-unsupported-and-implausible-andrew-gaiziunas/,"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and thatÕs what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia."
https://www.factcheck.org/2020/04/false-claim-of-deadly-coronavirus-vaccine-trial-in-africa/,COVID-19 vaccine trial killed 7 children in Senegal.
https://leadstories.com/hoax-alert/2020/04/Fact-Check-Nancy-Pelosi-Did-NOT-Say-Stimulus-Won't-Pass-Unless-Seniors-Excluded.html,U.S. Speaker of the House Nancy Pelosi said she wonÕt pass new economic stimulus package unless senior citizens are excluded.
https://factcheck.afp.com/false-zinc-and-tonic-covid-19-cure-floods-social-media,"Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection, as the drink contains quinine, whose synthetic relative hydroxychloroquine is on trial as a COVID-19 treatment."
https://pesacheck.org/false-the-arrest-of-harvard-scientist-prof-charles-lieber-is-not-linked-to-covid-19-2a9b83c9d143,US arrests the man who created Covid-19.
https://leadstories.com/hoax-alert/2020/04/fact-check-india-is-not-suing-bill-gates-for-vaccination-deaths.html,"India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls."
https://leadstories.com/hoax-alert/2020/04/fact-check-coronavirus-will-not-simply-be-'exterminated'-if-lockdowns-are-lifted.html,Coronavirus will be exterminated if lockdowns are lifted.
https://leadstories.com/hoax-alert/2020/04/Fact-Check-US-Coronavirus-Death-Tolls-NOT-Being-Inflated.html,The number of deaths from COVID-19 are exaggerated.
https://leadstories.com/hoax-alert/2020/04/fact-check-michigan-governor-did-not-violate-states-social-distancing-order-tv-station-used-file-footage.html,Michigan governor violated social distancing order while signing stay-at-home order.
https://www.politifact.com/factchecks/2020/apr/10/facebook-posts/robin-vos-election-protective-gear-was-available-p/,Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that Òelection workers he forced to work É do not have.Ó
https://healthfeedback.org/claimreview/conspiracy-theorists-claim-that-5g-increases-vulnerability-to-covid-19-with-baseless-theory-that-it-affects-hemoglobin/,5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.
https://factcheck.afp.com/video-shows-fbi-agents-raiding-private-home-not-synagogue,"A video has been viewed tens of thousands of times on Twitter, Facebook and YouTube alongside a claim that it shows the US Federal Bureau of Investigation (FBI) raiding a synagogue that was used to hoard face masks and other medical equipment."
https://leadstories.com/hoax-alert/2020/04/Fact-Check-Steam-From-Boiling-Orange-Concoction-Will-NOT-Kill-COVID-19.html,Steam from boiling oranges kills COVID-19.
https://www.politifact.com/factchecks/2020/apr/14/candace-owens/covid-19-skeptics-say-theres-overcount-doctors-fie/,ÒEveryone is only dying of coronavirus now.Ó
https://www.politifact.com/factchecks/2020/apr/14/facebook-posts/too-soon-compare-number-covid-deaths-past-outbreak/,"Facebook posts claims the Asian, Hong Kong, swine and bird flus each Òkilled more people than coronavirus.Ó"
https://www.politifact.com/factchecks/2020/apr/07/viral-image/no-queen-elizabeth-didnt-praise-philippine-preside/,Queen Elizabeth said Philippine President Rodrigo Duterte Òis the kind of leader who knows the way É Filipinos are very lucky to have him.Ó
https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/old-photo-houston-not-south-carolina-during-pandem/,A photo shows South Carolina after stay-at-home orders were announced.
https://www.politifact.com/factchecks/2020/apr/08/donald-trump/trump-said-obama-admin-left-him-bare-stockpile-wro/,The Obama administration left President Donald Trump with a Òstockpile with a cupboard that was bare.Ó
https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/doctored-images-coronavirus-post-exploit-boys-suic/,ÒSame little boy died of COVID-19 in three different countries. Still donÕt believe the media is #fakenews?Ó
https://www.politifact.com/factchecks/2020/apr/08/facebook-posts/no-north-carolina-didnt-shut-down-its-borders-prev/,ÒThe North Carolina and Virginia State line is closed. Nothing in or out.Ó
https://www.politifact.com/factchecks/2020/apr/08/facebook-posts/viral-poem-about-staying-home-was-written-2020-not/,A poem about people staying home was written by Kathleen OÕMara in 1869.
https://www.politifact.com/factchecks/2020/apr/08/viral-image/no-evidence-59-people-died-drinking-disinfectant-p/,Ò59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.Ó
https://leadstories.com/hoax-alert/2020/04/fact-check-comparing-other-virus-death-counts-to-covid-19-does-not-signal-government-secrets.html,"Asian flu, Hong Kong flu, swine flu and bird flu killed more people than coronavirus has today. And that the government never shut down anything for those."
https://www.politifact.com/factchecks/2020/apr/13/tweets/no-pat-robertson-didnt-say-covid-19-caused-oral-se/,"Claim that televangelist Pat Robertson said some young people Òare doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladiesÕ private parts and thatÕs where I think the (corona)virus came from.Ó"
https://www.politifact.com/factchecks/2020/apr/09/viral-image/widespread-warning-about-thieves-knocking-out-thei/,People are handing out masks Òdoused with chemicals which knocks you out coldÓ so they can rob you.
https://www.politifact.com/factchecks/2020/apr/09/tweets/fact-checking-rudy-giulianis-ties-hydroxychloroqui/,"Former NYC Mayor Rudolph Giuliani said he Òbought $2M in shares of Novartis, a primary supplier of hydroxychloroquineÓ in early February."
https://leadstories.com/hoax-alert/2020/04/fact-check-coronavirus-is-not-fake-is-not-a-coverup-to-allow-5g-deployment.html,Coronavirus is fake or a made-up ploy by 5G.
https://leadstories.com/hoax-alert/2020/04/Fact-Check-Photo-Of-Mannequin-Being-Wheeled-Into-Hospital-Does-NOT-Prove-There-Is-A-Coronavirus-Cover-Up.html,Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.
https://leadstories.com/hoax-alert/2020/04/fact-check-hospital-caught-red-handed-using-dummies-in-pandemic-footage.html,Hospital is caught using a dummy in pandemic footage.
https://www.politifact.com/factchecks/2020/apr/09/facebook-posts/photos-show-money-streets-venezuela-2019-not-italy/,"ÒIn Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.Ó"
https://www.factcheck.org/2020/04/social-media-posts-make-baseless-claim-on-covid-19-death-toll/,Coronavirus death toll in the U.S. is inflated by inclusion of unrelated deaths.
https://www.washingtonpost.com/politics/2020/04/13/how-false-hope-spread-about-hydroxychloroquine-its-consequences/,President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to covid-19
https://factcheck.afp.com/fauci-not-alone-saying-hydroxychloroquine-unproven-against-covid-19,"Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquineÕs effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it Òworks.Ó"
https://www.politifact.com/factchecks/2020/apr/15/viral-image/senate-voted-unanimously-favor-stimulus-bill/,Says 44 US senators Òvoted NOT to send stimulus checks.Ó
https://www.politifact.com/factchecks/2020/apr/06/blog-posting/fake-news-website-republishes-satirical-story-abou/,The NBA is asking President Donald Trump to Òresign or weÕll never play again.Ó
https://leadstories.com/hoax-alert/2020/04/fact-check-trumps-statement-lupus-patients-are-note-vulnerable-to-coronavirus-are-not-medically-supported.html,President Donald TrumpÕs statement that lupus patients are not vulnerable to COVID-19 is not true.
https://leadstories.com/hoax-alert/2020/04/fact-check-new-data-does-not-reveal-that-21-million-chinese-died-of-coronavirus.html,New data shows that 21 million Chinese died from the coronavirus.
https://www.politifact.com/factchecks/2020/apr/13/tweets/2016-video-trump-urging-sick-people-vote-resurface/,Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.
https://www.politifact.com/factchecks/2020/apr/01/facebook-posts/ron-johnson-say-americans-back-work-coronavirus/,"Ron Johnson said Americans should go back to work, because Òdeath is an unavoidable part of life.Ó"
https://www.politifact.com/factchecks/2020/apr/01/jeff-jackson/are-nc-hospital-beds-typically-85-full/,North Carolina Òhospital beds are typically 85% full across the state.Ó
https://www.politifact.com/factchecks/2020/apr/01/brian-fitzpatrick/pa-congressman-said-us-coronavirus-trajectory-more/,"ÒWeÕve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.Ó"
https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/no-us-isnt-developing-vaccine-or-antivirus-chip-tr/,Says the U.S. is developing an ÒantivirusÓ that includes a chip to track your movement.
https://leadstories.com/hoax-alert/2020/04/Fact-Check-No-Deep-State-Operators-Trying-To-Ban-Hydroxychloroquine.html,"Big Pharma, Dr. Anthony Fauci and Bill Gates want to ban hydroxychoroquine."
https://www.politifact.com/factchecks/2020/apr/07/charlie-kirk/china-spying-you-through-zoom-charlie-kirk-oversta/,ÒThe Chinese Communist Party is using Zoom as a way to spy on our citizens.Ó
https://leadstories.com/hoax-alert/2020/04/fact-check-photo-on-biography-of-boy-who-died-of-coronavirus-is-NOT-ismail-mohamed-abdulwahab.html,Photo on biography of a boy who died from coronavirus.
https://www.politifact.com/factchecks/2020/apr/03/blog-posting/it-has-not-been-confirmed-joe-exotic-has-covid-19/,ÒJoe Exotic tests positive for coronavirus in prison. ItÕs been confirmed.Ó
https://www.factcheck.org/2020/04/walmart-hasnt-adopted-staggered-shopping-based-on-age/,Walmart has adopted staggered shopping days based on age in response to the pandemic.
https://www.politifact.com/factchecks/2020/apr/03/jesse-watters/are-covid-19-travel-restrictions-more-critical-sav/,"ÒWe were slow with the testing, but very quick with the travel ban. And thatÕs been much more critical in saving lives.Ó"
https://leadstories.com/hoax-alert/2020/04/fact-check-walmart-is-not-adopting-a-staggered-schedule-due-to-covid-19.html,Walmart is adopting a staggered schedule due to the coronavirus.
https://www.politifact.com/factchecks/2020/apr/06/facebook-posts/no-evidence-nostradamus-predicted-novel-coronaviru/,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.
https://leadstories.com/hoax-alert/2020/04/Fact-Check-Israeli-Recipe-For-Lemon-And-Bicarbonate-Drink-Is-NOT-A-Cure-For-Coronavirus.html,Israeli recipe for lemon and bicarbonate drink is a coronavirus cure.
https://leadstories.com/hoax-alert/2020/04/fact-check-video-claiming-you-cannot-catch-coronavirus-is-not-true.html,Video claiming you canÕt catch coronavirus.
https://www.politifact.com/factchecks/2020/apr/22/facebook-posts/no-kennedy-center-and-pbs-didnt-pay-covid-19-kickb/,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money."
https://www.factcheck.org/2020/04/misinformation-on-covid-19-death-protocols-in-new-york/,In New York Òevery contaminated corpse belongs to the stateÓ and will be incinerated without any Òwakes or memorial services to pay your last respects.Ó
https://www.politifact.com/factchecks/2020/apr/07/facebook-posts/some-goodwill-employees-have-been-laid-and-furloug/,Says Goodwill used the pandemic Òto fire all of their employees instead of laying them off.Ó
https://leadstories.com/hoax-alert/2020/04/fact-check-goodwill-did-not-use-covid-19-as-an-excuse-to-fire-all-employees.html,Goodwill laid off all employees due to COVID-19.
https://www.politifact.com/factchecks/2020/apr/07/viral-image/no-video-doesnt-show-people-china-destroying-5g-po/,Says video shows Òthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.Ó
https://www.washingtonpost.com/politics/2020/04/07/trumps-claim-that-he-imposed-first-china-ban/,TrumpÕs claim that he imposed the first travel ban on China.
https://leadstories.com/hoax-alert/2020/04/fact-check-audio-of-biden-calling-coronavirus-a-hoax-was-manipulated.html,Audio of Biden calling the coronavirus a hoax.
https://www.politifact.com/factchecks/2020/apr/15/bobby-scott/did-us-april-rank-last-capita-covid-19-testing/,"ÓIf you line up all the countries that have done (Covid-19) testing on a per-capita basis, weÕre [the US] at the bottom of the list.Ó"
https://www.politifact.com/factchecks/2020/apr/06/viral-image/dont-fall-fake-news-report-about-coronavirus-infec/,ÒRivers in Oklahoma are full of catfish carrying the virus.Ó
https://www.factcheck.org/2020/04/april-fools-posts-falsely-claim-students-must-repeat-the-school-year/,Governors across the U.S. are announcing that the current school year will be repeated due to coronavirus school closings.
https://factcheck.afp.com/covid-19-corpses-video-was-shot-ecuador-not-new-york,A video purportedly showing COVID-19 victims in body bags strewn across the floor of a New York hospital was shared several thousand times in multiple languages on social media.
https://factcheck.afp.com/facebook-posts-falsely-claim-us-arrested-chinese-scientist-who-created-coronavirus,"Facebook posts shared thousands of times feature a video of U.S. officials talking to reporters, with captions claiming they are announcing the arrest of a Chinese scientist."
https://healthfeedback.org/claimreview/viral-video-mixes-truth-about-covid-19-with-a-long-list-of-ineffective-treatments-and-preventions/,Coronavirus does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water.
https://healthfeedback.org/claimreview/evidence-points-to-coronavirus-sars-cov-2-being-of-natural-origin-no-evidence-it-could-have-been-intentionally-propagated/,The coronavirus has been ÒreleasedÓ by China [É] it was purposely propagated by the Chinese themselves.
https://leadstories.com/hoax-alert/2020/04/Fact-Check-Alkaline-Diet-Does-NOT-Prevent-You-From-Getting-Coronavirus.html,Alkaline diet protects against the coronavirus.
https://www.washingtonpost.com/politics/2020/04/16/bidens-sometimes-fuzzy-concept-time/,A series of statements by Joe Biden claiming he called for action before he did
https://leadstories.com/hoax-alert/2020/04/Fact-Check-COVID-19-Is-NOT-A-Hoax-Proven-By-Empty-Hospital-Lots-Waiting-Rooms.html,Empty hospital lots and waiting rooms are indicative of a coronavirus hoax.
https://www.politifact.com/factchecks/2020/apr/06/donald-trump/donald-trump-wrong-about-covid-19-testing-airplane/,"ÒNow, theyÕre doing tests on airlines Ñ very strong tests Ñ for getting on, getting off. TheyÕre doing tests on trains Ñ getting on, getting off.Ó"
https://www.factcheck.org/2020/04/hoax-letter-stirs-confusion-about-missouri-schools/,Missouri students will have to repeat the school year because of COVID-19 school closings.
https://leadstories.com/hoax-alert/2020/04/fact-check-nytimes-did-not-invent-doctor-fighting-coronavirus-in-qanon-conspiracy-theory.html,NYT invented the video of a doctor fighting coronavirus in hospital.
https://factcheck.afp.com/posts-list-phone-sex-numbers-helplines-track-us-stimulus-payments,Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel coronavirus economic aid package.
https://leadstories.com/hoax-alert/2020/03/Fact-Check-Students-Do-NOT-Have-To-Repeat-Their-Current-Grades-Due-To-Coronavirus.html,"The army is patrolling all the streets, towns and villages in Ireland."
https://www.politifact.com/factchecks/2020/apr/14/facebook-posts/no-there-isnt-phone-number-call-track-your-stimulu/,Says thereÕs an 800 number you can call to track the status of your stimulus check.
https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/no-amazons-alexa-doesnt-say-government-planned-cor/,"If you ask AmazonÕs Alexa about the origin of the coronavirus pandemic, it says Òthe government plannedÓ it."
https://factcheck.afp.com/these-10-tips-preventing-covid-19-contain-false-information,"Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection, citing recommendations allegedly stemming from autopsies on COVID-19 victims, including in China, where the virus first emerged."
