facts_url,text
https://healthfeedback.org/claimreview/contrary-to-claim-in-viral-facebook-post-the-flu-vaccine-does-work-and-certain-types-of-cancers-can-be-cured/,"We can’t make a vaccine that works for flu, no vaccine for the respiratory syncytial virus (RSV), and we can’t cure cancer. Yet somehow scientists can make a vaccine for COVID-19 in six months?"
https://healthfeedback.org/claimreview/hydroxychloroquine-alone-or-in-combination-with-azithromycin-found-ineffective-for-treating-covid-19-in-large-clinical-trials/,"Hydroxychloroquine, azithromycin and zinc cure COVID-19"
https://factcheck.afp.com/members-congress-did-not-receive-quarantine-exemption-john-lewiss-funeral,"Facebook posts shared thousands of times claim Washington’s mayor exempted members of Congress from a 14-day quarantine after they traveled to the funeral of civil rights icon John Lewis in Georgia, which the city considers a “high-risk” state for the coronavirus."
https://www.factcheck.org/2020/07/herman-cain-died-of-covid-19-not-cancer/,"Herman Cain, one-time Republican presidential candidate, died of colon cancer, not COVID-19."
http://www.mythdetector.ge/en/myth/god-death-anubis-or-aardvark,"The truck depicting the god of death Anubis is aimed at testing and then infecting people, which eventually ends with human microchipping."
https://www.factcheck.org/2020/07/in-viral-video-doctor-falsely-touts-hydroxychloroquine-as-covid-19-cure/,A group called America’s Frontline Doctors are featured in viral video claiming hydroxychloroquine cures COVID-19.
https://healthfeedback.org/claimreview/still-no-evidence-that-hydroxychloroquine-can-cure-or-prevent-covid-19/,"Stella Immanuel claims that the drug combination of hydroxychloroquine, zinc and azithromycin is a cure and preventative for COVID-19 and that people don’t need to wear masks or practice physical distancing in a Breitbart video featuring a group called America’s Frontline Doctors."
https://www.factcheck.org/2020/08/face-masks-dont-cause-legionnaires-disease/,Wearing a face mask to slow the spread of COVID-19 could cause Legionnaires’ disease.
https://www.factcheck.org/2020/08/covid-19-nasal-swab-test-does-not-cause-risk-of-infection/,The nasal swab test for COVID-19 damages the “blood-brain barrier” and can therefore lead to brain infections.
https://www.factcheck.org/2020/07/covid-19-data-reporting-changed-but-not-floridas-case-count/,The Centers for Disease Control and Prevention made a mistake and has lowered its COVID-19 case count in Florida.
https://healthfeedback.org/claimreview/a-trypsin-based-oral-spray-reportedly-deactivates-sars-cov-2-in-a-liquid-suspension-but-has-not-yet-been-tested-in-the-mouth/,A Facebook video claims that a new oral spray “deactivates 98% of the coronavirus” in the mouth. This effect is believed to be partly due to the ability of trypsin to sever proteins on the surface of the SARS-CoV-2 virus.
https://healthfeedback.org/claimreview/baseless-speculations-underpin-a-retracted-editorial-claiming-spontaneous-generation-of-sars-cov-2-in-skin-cells-exposed-to-5g-waves/,5G generates the coronavirus SARS-CoV-2 in human skin cells.
https://www.factcheck.org/2020/07/covid-19-testing-truck-logo-depicts-an-aardvark-not-death-deity/,A mobile COVID-19 testing station bears a logo that depicts an ancient deity of death.
https://healthfeedback.org/claimreview/scientific-evidence-supports-the-use-of-face-masks-for-reducing-the-transmission-of-respiratory-diseases-including-covid-19/,"Masks do nothing to prevent the spread of pathogens, including SARS-CoV-2, and cause oxygen deficiency"
https://factcheck.afp.com/hoax-posts-offer-hazard-pay-us-pandemic-workers,Facebook posts shared thousands of times claim that the US Federal Emergency Management Agency (FEMA) is offering hazard pay compensation to individuals who worked during the novel coronavirus pandemic.
https://factcheck.afp.com/discredited-scientific-paper-behind-false-claims-covid-5g-link,5G technology creates coronavirus in human cells
https://www.washingtonpost.com/politics/2020/07/23/devoss-claim-that-children-are-stoppers-covid-19/,US Education Secretary Betsy DeVos said children are “stoppers” of coronavirus.
https://www.factcheck.org/2020/07/video-misrepresents-the-science-behind-face-masks/,Video says face masks are ineffective in mitigating transmission of COVID-19 and are harmful to the wearer.
https://www.factcheck.org/2020/07/old-photo-shows-obama-fauci-at-u-s-facility-not-wuhan-lab/,"Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the “Wuhan lab in 2015.”"
https://www.politifact.com/factchecks/2020/jul/16/viral-image/no-photo-doesnt-show-fauci-and-obama-wuhan/,"A photo claims to show Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015."
https://www.factcheck.org/2020/07/bogus-quote-on-projected-deaths-of-children-attributed-to-devos/,Claim that Secretary of Education Betsy DeVos said ‘only’ .02% of kids are likely to die when they go back to school during the pandemic.
https://www.factcheck.org/2020/07/prank-posts-falsely-suggest-second-stimulus-payment-is-approved/,The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up — and that the money will be forthcoming in “5-7 business days.”
https://healthfeedback.org/claimreview/u-s-covid-19-related-deaths-in-july-2020-may-not-be-as-low-as-preliminary-data-suggest/,Deaths from COVID-19 are nearing zero in the U.S.
https://healthfeedback.org/claimreview/nasopharyngeal-swabs-more-effective-than-saliva-samples-for-covid-19-diagnostic-testing-according-to-current-evidence/,Using nasopharyngeal swabs for COVID-19 testing is unnecessary; saliva samples from mouth swabs is an equivalent substitute
https://factcheck.afp.com/holy-communion-has-not-been-banned-toronto,Articles shared hundreds of times on Facebook in multiple countries claim that holy communion has been banned in Toronto as part of the Canadian city’s response to the coronavirus pandemic.
https://healthfeedback.org/claimreview/nasal-swab-used-for-covid-19-testing-does-not-reach-the-brain/,Nasal swabs used to obtain samples for COVID-19 tests reach the blood-brain barrier and may damage it.
https://healthfeedback.org/claimreview/the-june-2020-spike-in-u-s-covid-19-cases-indicates-a-rising-percentage-of-infections-and-is-not-simply-an-artifact-of-more-testing/,A spike in COVID-19 cases in the U.S. seen in June 2020 is due to increased testing.
https://healthfeedback.org/claimreview/people-have-died-from-the-coronavirus-contrary-to-article-claiming-to-report-pathologists-revelations-on-covid-19/,No one has died from the coronavirus; there are no antibodies that identify SARS-CoV-2; pathologists have no means of verifying whether a person was infected with SARS-CoV-2; SARS-CoV-2 has not fulfilled Koch’s postulates.
https://healthfeedback.org/claimreview/infant-deaths-did-not-decrease-during-the-pandemic-due-to-a-reduced-use-of-vaccines-vaccines-are-not-associated-with-sudden-infant-death-syndrome/,"Infant deaths decreased dramatically during the lockdown, when the number of vaccines administered was reduced; vaccines are a cause of sudden infant death syndrome"
https://www.factcheck.org/2020/07/meme-misconstrues-efficacy-of-face-masks-in-spread-of-covid-19/,Face masks don’t “protect against covid19 and other viruses.”
https://healthfeedback.org/claimreview/covid-19-cases-in-the-u-s-are-mainly-detected-by-highly-specific-molecular-testing-not-antibody-testing/,Antibodies for the common cold produce a positive COVID-19 test. False-positive results from COVID-19 antibody testing are behind the COVID-19 cases reported in the U.S.
https://www.factcheck.org/2020/07/officials-didnt-say-epstein-associate-has-covid-19/,Ghislaine Maxwell — the recently arrested associate of Jeffrey Epstein — has tested positive for COVID-19 while in jail.
https://healthfeedback.org/claimreview/internet-memes-based-on-hearsay-claim-that-hospital-laboratories-falsify-covid-19-tests-to-inflate-numbers-without-evidence/,U.S. hospital laboratories falsify COVID-19 tests to inflate the number of positive results. Nurses sent unused swabs for COVID-19 testing and they all came back positive.
https://healthfeedback.org/claimreview/videos-use-gas-sensors-to-misleadingly-claim-that-wearing-a-face-mask-causes-oxygen-deficiency/,Gas sensors show that wearing a face mask leads to oxygen deficiency and carbon dioxide toxicity.
